,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,vanilla,salt,sugar,sweetener,cocoa_butter,lecithin,company_continent,origin_continent,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey
1005,Heirloom Cacao Preservation (Mindo),United States,2016,Ecuador,"Pinchincha, Mindo, Coop Nueva Esper., 2015",77.0,3.5,3,"strong floral, black licorice",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,Heirloom Cacao Preservation (Zokoko),United States,2016,Bolivia,"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",72.0,4.0,3,"dark berry, honey, cream",0,0,1,0,1,0,NA,SA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1007,Heirloom Cacao Preservation (Zokoko),United States,2016,Bolivia,"Alto Beni, Upper Rio Beni, 2015",68.0,3.75,3,"creamy, mild nutty & woody",0,0,1,0,1,0,NA,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,hello cocoa,United States,2015,Venezuela,Venezuela,74.0,3.5,3,"sandy, sweet, mild fruit",0,0,1,0,1,0,NA,SA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1009,hello cocoa,United States,2015,Uganda,Uganda,57.0,2.75,3,"too sweet, spicy, candied",0,0,1,0,1,0,NA,AF,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1010,hexx,United States,2015,Ecuador,Ecuador,73.0,3.25,2,"floral, palm, sour",0,0,0,1,0,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1011,hexx,United States,2015,Peru,Peru,70.0,3.25,2,"palm, spicy, flour",0,0,0,1,0,0,NA,SA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1012,hexx,United States,2015,Madagascar,Madagascar,74.0,3.0,2,"sandy, tart, tangy, palm",0,0,0,1,0,0,NA,AF,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1013,hexx,United States,2015,Venezuela,Venezuela,70.0,3.0,2,"intense, palm, nutty",0,0,0,1,0,0,NA,SA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1014,hexx,United States,2015,Tanzania,Tanzania,70.0,2.75,2,"intense, palm, earthy",0,0,0,1,0,0,NA,AF,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1015,hexx,United States,2018,Dominican republic,"Oko Caribe, batch 0719",71.0,3.5,2,"fruity, tannic, coconut",0,0,0,1,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1016,hexx,United States,2018,Tanzania,"Kokoa Kamili, batch 0214",70.0,3.0,2,"lemon, late sour & molasses",0,0,0,1,0,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1017,hexx,United States,2018,Madagascar,"Sambirano Valley, batch 0124",74.0,2.75,2,"sour, citrus, molasses",0,0,0,1,0,0,NA,AF,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1018,hexx,United States,2018,Ecuador,"Camino Verde, batch 0722",73.0,2.5,2,"harsh flavor, hay",0,0,0,1,0,0,NA,SA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1019,hexx,United States,2018,Peru,"Maranon, batch 0723",70.0,2.25,2,"light color, sour, pungent",0,0,0,1,0,0,NA,SA,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1020,Hogarth,New zealand,2016,Peru,Gran Blanco,66.0,3.5,3,"mild caramel, honey",0,0,1,0,1,0,OC,SA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Hogarth,New zealand,2016,Dominican republic,Conacado,75.0,3.25,3,"intense, bitter, coffee",0,0,1,0,1,0,OC,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1022,Hogarth,New zealand,2016,Madagascar,Akesson's Estate,70.0,2.75,3,"sour, earthy",0,0,1,0,1,0,OC,AF,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1023,Hogarth,New zealand,2016,Venezuela,Carenero Superior,72.0,2.75,3,"nutty, off notes",0,0,1,0,1,0,OC,SA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,Hogarth,New zealand,2019,Ecuador,Hacienda Victoria,85.0,3.5,3,"butterscotch, burnt cinnamon",0,0,1,0,1,0,OC,SA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,Hogarth,New zealand,2019,Venezuela,"Porcelana, Lake Maracaibo",68.0,3.25,3,"high acid, sweet, nut, strawberry",0,0,1,0,1,0,OC,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1026,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,58.0,3.5,4,"dry, nutty, sweet",0,0,1,0,1,1,SA,SA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,58.0,3.25,4,"dry, intense floral, spciy",0,0,1,0,1,1,SA,SA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1028,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,72.0,3.0,2,"dry, floral, slight musty",0,0,1,0,0,0,SA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1029,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,80.0,2.5,2,"sandy, perfume, nutty",0,0,1,0,0,0,SA,SA,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1030,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,80.0,2.0,4,"perfume, burning",0,0,1,0,1,1,SA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1031,Holy Cacao,Israel,2009,Dominican republic,Hispaniola w/ nibs,75.0,3.75,2,"red berry, cocoa, mild coffee",0,0,1,0,0,0,AS,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1032,Holy Cacao,Israel,2009,Peru,San Martin,70.0,3.5,2,"coffee, red berry, tart",0,0,1,0,0,0,AS,SA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1033,Holy Cacao,Israel,2009,Dominican republic,Hispaniola,70.0,2.75,2,"sandy, red berry, sour",0,0,1,0,0,0,AS,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1034,Holy Cacao,Israel,2009,Republic of Côte d'Ivoire,Ivory Coast,70.0,2.5,2,"dry, sour, cheesey, off",0,0,1,0,0,0,AS,AF,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1035,Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",70.0,3.5,4,"floral, roasty, coffee",0,0,1,0,1,1,AS,SA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1036,Holy Cacao,Israel,2015,Madagascar,Sambirano,70.0,3.5,4,"rich cocoa, fatty",0,0,1,0,1,1,AS,AF,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1037,Holy Cacao,Israel,2015,Trinidad and Tobago,Gran Couva,70.0,3.5,4,"creamy, nutty, tea, fatty",0,0,1,0,1,1,AS,NA,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1038,Holy Cacao,Israel,2015,Venezuela,Mara,70.0,3.5,4,"muted, fatty, nutty",0,0,1,0,1,1,AS,SA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,Holy Cacao,Israel,2016,Peru,Maranon,70.0,2.75,4,"sour, raw, green",0,0,1,0,1,1,AS,SA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1040,Honest,South africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72.0,2.5,2,"true to sugar, green, fatty",0,0,0,1,0,0,AF,SA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,Hotel Chocolat,United Kingdom,2013,Saint Lucia,"Marcial, single Cote, 2012",70.0,4.0,2,cardamon,0,0,1,0,0,0,EU,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,Hotel Chocolat,United Kingdom,2015,Saint Lucia,"Pepiniere, single Cote",70.0,2.75,2,"smoke, cocoa, fruit, fuel",0,0,1,0,0,0,EU,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1043,Hotel Chocolat,United Kingdom,2018,Colombia,"Sierra Nevada, Cienaga",75.0,2.75,4,"dry, woody, dried fruit",0,0,1,0,1,1,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1044,Hotel Chocolat,United Kingdom,2019,Honduras,Copan,72.0,3.0,4,"sour raisin, woody, fatty",0,0,1,0,1,1,EU,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1045,Hotel Chocolat,United Kingdom,2019,Tanzania,Kilombero Valley,80.0,3.0,4,"fatty, mild bitter, banana",0,0,1,0,1,1,EU,AF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1046,Hotel Chocolat (Coppeneur),United Kingdom,2008,Saint Lucia,St. Lucia,72.0,3.0,3,"grassy, tobacco, intense",0,0,1,0,1,0,EU,NA,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1047,Hotel Chocolat (Coppeneur),United Kingdom,2008,Sao Tome and Principe,Uba Budo,72.0,3.0,4,"fungal, mushroom, mild burn",0,0,1,0,1,1,EU,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,Hotel Chocolat (Coppeneur),United Kingdom,2008,Tanzania,Tanzania,75.0,2.75,4,"sandy, sweet, mild cocoa",0,0,1,0,1,1,EU,AF,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,Hotel Chocolat (Coppeneur),United Kingdom,2010,Venezuela,Chuao,70.0,2.75,4,"ashey, woody, bright red",0,0,1,0,1,1,EU,SA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1050,Hotel Chocolat (Coppeneur),United Kingdom,2011,Saint Lucia,"Island Growers, 96hr c.",65.0,3.25,4,"sweet, cocoa, grassy",0,0,1,0,1,1,EU,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,Hotel Chocolat (Coppeneur),United Kingdom,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",80.0,3.0,4,"mild bitter, floral",0,0,1,0,1,1,EU,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1052,Hotel Chocolat (Coppeneur),United Kingdom,2011,Saint Lucia,"Island Growers, 120hr c.",65.0,3.0,4,"woody, nutty, short",0,0,1,0,1,1,EU,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1053,Hotel Chocolat (Coppeneur),United Kingdom,2012,Madagascar,Sambirano,66.0,3.5,4,"sweet, red berry, sour",1,0,1,0,0,1,EU,AF,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1054,Hotel Chocolat (Coppeneur),United Kingdom,2013,Vietnam,Mekong Delta & Dong Nai,80.0,3.5,4,"tart, fruity, intense",0,0,1,0,1,1,EU,AS,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1055,Hotel Chocolat (Coppeneur),United Kingdom,2013,Ecuador,"Los Rios, H. Iara, 2012",82.0,3.5,2,"oily, spicy, sl. Burnt",0,0,1,0,0,0,EU,SA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1056,Hotel Chocolat (Coppeneur),United Kingdom,2013,Trinidad and Tobago,Trinidad,75.0,3.0,4,"sandy, vegetal, sour",0,0,1,0,1,1,EU,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1057,Hotel Chocolat (Coppeneur),United Kingdom,2013,Ecuador,"Los Rios, H. Iara",90.0,3.0,2,"oily, leathery, intense bitter",0,0,1,0,0,0,EU,SA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1058,Hotel Chocolat (Coppeneur),United Kingdom,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72.0,3.0,4,"nutty, mild coffee",0,0,1,0,1,1,EU,AF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,Hotel Chocolat (Coppeneur),United Kingdom,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100.0,2.5,1,"candy, uncontrolled bitterness",0,0,0,0,0,0,EU,SA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70.0,3.75,3,"nutty, coffee, rich",0,0,1,0,1,0,NA,SA,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1061,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70.0,3.25,3,"fatty, gritty, roasty",0,0,1,0,1,0,NA,SA,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1062,Hummingbird,Canada,2014,Dominican republic,"Hispaniola, batch 73",70.0,3.75,3,"raisins, rich choco",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1063,Hummingbird,Canada,2014,Dominican republic,Zorzal Reserva w/ Charles Kerchner,70.0,3.5,3,"spicy, mild fruit, fatty",0,0,1,0,1,0,NA,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1064,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70.0,3.0,3,"intense, cherry, metallic",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1065,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70.0,3.0,3,"woody, floral, metallic",0,0,1,0,1,0,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1066,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70.0,3.0,3,"earthy, metallic edge",0,0,1,0,1,0,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,Hummingbird,Canada,2015,Vietnam,Lam Dong,70.0,3.5,3,"spicy, mild roasty",0,0,1,0,1,0,NA,AS,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1068,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74.0,4.0,3,"creamy, nutty, delicate fruit",0,0,1,0,1,0,EU,SA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70.0,4.0,3,"creamy, nutty, fruity",0,0,1,0,1,0,EU,SA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1070,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72.0,4.0,3,"peanut, coffee, cocoa, bread",0,0,1,0,1,0,EU,SA,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72.0,4.0,3,"creamy, nutty, earthy",0,0,1,0,1,0,EU,SA,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72.0,3.75,3,"creamy, cocoa, lemon",0,0,1,0,1,0,EU,SA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1073,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72.0,3.75,3,"creamy, roasted nuts, fatty",0,0,1,0,1,0,EU,SA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1074,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72.0,3.75,3,"creamy, nutty, cocoa",0,0,1,0,1,0,EU,SA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72.0,3.5,3,"creamy, nutty, muted",0,0,1,0,1,0,EU,SA,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72.0,3.25,3,"creamy, sour, raisin",0,0,1,0,1,0,EU,SA,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1077,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72.0,3.75,3,"fatty, rich, berry notes",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1078,Indah,India,2016,India,India (south),61.0,2.5,4,"sour, sweet, rubber",0,0,1,0,1,1,AS,AS,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1079,Indaphoria,United States,2012,Dominican republic,La Red,70.0,3.25,3,"heavy roast, black licorice",0,0,0,1,1,0,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,Indaphoria,United States,2012,Dominican republic,"Conacado, Manifesto",70.0,2.75,3,"sandy, strawberry, coconut",0,0,0,1,1,0,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1081,Indi,United States,2014,Honduras,Honduras,77.0,3.0,3,"buttery, intense, spice, roasty",0,0,1,0,1,0,NA,NA,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1082,Indi,United States,2017,Vietnam,Lam Dong,72.0,3.25,3,"molasses, roasty",0,0,1,0,1,0,NA,AS,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1083,iQ Chocolate,United Kingdom,2012,Peru,black label,72.0,3.0,4,"sandy, caramel",0,0,0,1,1,1,EU,SA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1084,iQ Chocolate,United Kingdom,2012,Peru,"Satipo region, white label",72.0,2.75,4,"very sandy, sweet, spicy",0,0,0,1,1,1,EU,SA,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1085,Isidro,United States,2014,Madagascar,"Madagascar, batch 27",72.0,3.5,2,"intense, tart, earthy",0,0,1,0,0,0,NA,AF,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1086,Isidro,United States,2014,Belize,"Belize, batch 26",72.0,3.25,2,"mild metallic, spice, tea",0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1087,Isidro,United States,2014,Dominican republic,"Dominican Republic, batch 30",72.0,3.25,2,"roasty, nutty, spicy",0,0,1,0,0,0,NA,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1088,Isidro,United States,2014,Peru,"Peru, batch 25",72.0,2.25,2,"off notes, pungent",0,0,1,0,0,0,NA,SA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089,Islands Chocolate,Saint Vincent and the Grenadines,2018,Saint Vincent and the Grenadines,Perseverance E.,72.0,2.75,4,"woody, meaty, vegetal",0,0,1,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1090,Izard,United States,2015,Belize,"Maya Mountain, Toledo, Batch 29",70.0,3.5,2,"intense, cherry, rich, metallic",0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1091,Izard,United States,2015,Dominican republic,"Elvesia P., Batch 32",70.0,2.75,2,"intense, molasses, fruit",0,0,1,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1092,Jacque Torres,United States,2006,Ghana,Trinatario Treasure,71.0,2.0,5,"gritty, unrefined, off notes",1,0,1,0,1,1,NA,AF,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1093,Jean Marie Auboine,United States,2018,Venezuela,"Venezuela, batch 107",72.0,3.25,3,"sandy, sweet",0,0,1,0,1,0,NA,SA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1094,Johnny Iuzzini,United States,2017,Ecuador,"Costa Esmeralda, Batch 30",78.0,3.75,4,"full bodied, floral",0,0,1,0,1,1,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1095,Johnny Iuzzini,United States,2017,Venezuela,"Ocumare, Cuyagua",72.0,3.5,3,"dairy, nutty, butterscotch",0,0,1,0,1,0,NA,SA,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,Johnny Iuzzini,United States,2017,Vietnam,"Tien Giang, Mekong Delta",65.0,3.5,4,"sweet, fruity, vanilla",0,0,1,0,1,1,NA,AS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1097,Johnny Iuzzini,United States,2017,Ecuador,Camino Verde P.,70.0,3.5,4,"floral, bourbon, salt",0,0,1,0,1,1,NA,SA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1098,Johnny Iuzzini,United States,2017,Madagascar,"Sambirano Valley, Batch 7",68.0,3.5,5,"vanilla, gateway",1,0,1,0,1,1,NA,AF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,Johnny Iuzzini,United States,2017,Jamaica,Mount Pleasant,67.0,3.0,4,"candy like, sweet, dairy",0,0,1,0,1,1,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,Johnny Iuzzini,United States,2017,Peru,"San Martin, Oro Verde",75.0,3.0,4,"floral, tobacco, candied",0,0,1,0,1,1,NA,SA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1101,Johnny Iuzzini,United States,2018,Colombia,"Tumaco, batch 2",73.0,3.25,4,"complex, bold, gritty",0,0,1,0,1,1,NA,SA,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1102,Johnny Iuzzini,United States,2018,Trinidad and Tobago,"Tabaquite, batch 12",80.0,3.25,4,"bold, spice, sour fruit, gritty",0,0,1,0,1,1,NA,NA,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1103,Johnny Iuzzini,United States,2018,India,"Anamalai, batch 8",66.0,3.0,4,"gritty, coffee, sweet, hammy",0,0,1,0,1,1,NA,AS,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1104,Jordis,Czech republic,2015,Madagascar,Madagascar,63.0,2.75,2,"off note, vanilla, basic cocoa",0,0,1,0,0,0,EU,AF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1105,Jordis,Czech republic,2020,Venezuela,Chuao,75.0,2.75,3,"harsh, burnt nuts, powdery",0,0,1,0,1,0,EU,SA,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1106,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70.0,3.75,3,brownie,0,0,1,0,1,0,AS,AS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70.0,3.5,3,"nutty, cocoa, sour veggie",0,0,1,0,1,0,AS,AS,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70.0,3.5,3,"herbal, tea-like",0,0,1,0,1,0,AS,AS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70.0,3.0,3,"floral, earthy, grassy",0,0,1,0,1,0,AS,AS,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1110,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Cibao Valley, Rizek",70.0,3.5,5,"raisins, prunes",1,0,1,0,1,1,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1111,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",55.0,3.25,5,"very sweet, basic cocoa",1,0,1,0,1,1,NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",62.0,3.25,5,"candy-like, peanut butter",1,0,1,0,1,1,NA,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",82.0,3.0,5,"nutty, sour milk, off note",1,0,1,0,1,1,NA,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1114,Kah Kow - USA,Dominican republic,2019,Dominican republic,"Dominican Nacional, Collection 01",68.0,3.75,4,"creamy, floral, dried fruit",0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1115,Kah Kow - USA,United States,2019,Dominican republic,"Los Bejucos, Collection 01, Rizek",65.0,3.75,4,"creamy, distinct, dried fruit",0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1116,Kah Kow - USA,Dominican republic,2019,Dominican republic,Mata Larga,71.5,3.5,3,"creamy, balanced, fig, cocoa",0,0,1,0,1,0,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1117,Kah Kow - USA,Dominican republic,2019,Dominican republic,El Antiguo (Monet Plata & Duarte ),70.0,3.0,3,"sandy, sweet, acidic",0,0,1,0,1,0,NA,NA,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1118,Kah Kow - USA,United States,2019,Dominican republic,"El Valle, Collection 01, Rizek",72.0,3.0,4,"creamy, black tea, vegetal",0,0,1,0,1,1,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.25,3,"base cocoa, fruit, fatty",0,0,1,0,1,0,EU,AF,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1120,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75.0,3.0,3,"spicy, tobacco",0,0,1,0,1,0,EU,NA,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1121,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0,3,"muted, grapes, astringent",0,0,1,0,1,0,EU,SA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1122,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70.0,3.5,4,"intense, mint, marshmallow",1,0,1,0,1,0,SA,SA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1123,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,3.0,4,"creamy, mild marshmallow",1,0,1,0,1,0,SA,SA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
