,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey,company_continent,origin_continent
1269,531,Majani,Italy,3.1888297872340425,Ecuador,Ecuador,70.0,2.0,4,"strong vanilla, some spice",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.223530513554012,3.2241003271537623
1270,184,Malagasy (Chocolaterie Robert),Madagascar,3.1666666666666665,Madagascar,Mora Mora 2006,73.0,3.5,4,"creamy, sublte grape notes",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177748263179404,3.2186609686609686
1271,184,Malagasy (Chocolaterie Robert),Madagascar,3.1666666666666665,Madagascar,Sambirano 2006,75.0,2.75,4,"cardboard, tea-like",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.177748263179404,3.2186609686609686
1272,1121,Malagos,Philippines,3.2148876404494384,Philippines,"Davao, Mt. Talamo foothills",65.0,3.5,5,"sandy, sweet, cocoa",1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1273,2226,Malai,Thailand,3.1915555555555555,Thailand,Chantaburi,70.0,2.75,3,"gummy, smokey, hammy",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.206741541366628,3.203216374269006
1274,311,Malie Kai (Guittard),United States,3.088495575221239,United States,"O'ahu Island, N. Shore, Waialua Estate",55.0,2.75,5,"sweet, vanilla, easter candy",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.205074235907952,3.211668839634941
1275,502,Malie Kai (Guittard),United States,3.1888297872340425,United States,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,3.5,5,"creamy, crunchy, very sweet",1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1276,1856,Malmo,Sweden,3.236046511627907,Venezuela,Chuao,70.0,3.0,3,"hammy, unrecognizable",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1277,821,Mana,United States,3.2069444444444444,Dominican republic,Conacado,74.0,3.75,3,"berry, nutty, sour",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1278,1219,Mana,United States,3.197530864197531,Venezuela,Venezuela,74.0,2.75,3,"nutty, green",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1279,1219,Mana,United States,3.197530864197531,Peru,Peru,74.0,2.5,3,"rubber, off medicinal",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1280,1446,Mana,United States,3.24375,Ecuador,"Ecuador, batch 1212",74.0,2.5,2,"soil, wet, off notes",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1281,1331,Manifesto Cacao,Colombia,3.197530864197531,Colombia,Colombia,70.0,2.75,4,"muted, nutty",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1836512421545726,3.2241003271537623
1282,1003,Manoa,United States,3.2069444444444444,Liberia,"Liberia, batch 174",72.0,3.25,3,"molassses, intense, off, herb",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.205074235907952,3.2186609686609686
1283,1007,Manoa,United States,3.2069444444444444,United States,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.25,3,"molasses, sweet, cocoa",1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.205074235907952,3.211668839634941
1284,1007,Manoa,United States,3.2069444444444444,Peru,"Piura, batch 173",72.0,3.0,3,"banana, menthol, medicinal",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1285,1007,Manoa,United States,3.2069444444444444,United States,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,2.75,3,"oily, tangy, fruit, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1286,1089,Manoa,United States,3.2148876404494384,United States,"O'ahu Island, Waiahole, b. 182",72.0,3.75,3,"orange, cocoa",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1287,1522,Manoa,United States,3.24375,Costa rica,Coto Brus,72.0,3.75,3,"dried fruit, balanced, cocoa",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1288,1522,Manoa,United States,3.24375,Papua new guinea,Markham Valley,72.0,3.5,3,"smoke, fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.205074235907952,3.223404255319149
1289,2032,Manoa,United States,3.3627450980392157,Peru,Ucayali,70.0,3.25,3,"sweet, fatty, fig",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1290,2442,Manoa,United States,3.1333333333333333,United States,"Hawai'i Island, Hilo and Kona regions",70.0,3.5,3,"dried fruit, spicy, sticky, intense",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,3.205074235907952,3.211668839634941
1291,871,Manufaktura Czekolady,Poland,3.2069444444444444,Ghana,Grand Cru Ghana,70.0,3.5,2,"cocoa, coconut",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1292,871,Manufaktura Czekolady,Poland,3.2069444444444444,Dominican republic,Grand Cru Dominican Republic,70.0,3.25,2,"chewy, brownie like",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.223530513554012,3.211668839634941
1293,875,Manufaktura Czekolady,Poland,3.2069444444444444,Ecuador,Grand Cru Ecuador,70.0,3.25,2,"grits, roaste brownie",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1294,1255,Manufaktura Czekolady,Poland,3.197530864197531,Venezuela,Porcelana,70.0,3.75,2,"nutty, intense, roasty",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1295,1279,Manufaktura Czekolady,Poland,3.197530864197531,Colombia,Kolumbia,85.0,3.5,2,"coarse, intense, nutty",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1296,1844,Manufaktura Czekolady,Poland,3.236046511627907,Nicaragua,Johe,70.0,3.75,3,"basic, balanced, deep cocoa",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
1297,1848,Manufaktura Czekolady,Poland,3.236046511627907,Peru,Peru,70.0,3.5,3,"nutty, roasty",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1298,1474,Map Chocolate,United States,3.24375,Dominican republic,"ROIG, 2014",70.0,3.5,3,"fruity, tangy, cocoa",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1299,1474,Map Chocolate,United States,3.24375,Peru,"Maranon, 2014",62.0,3.5,3,"delicate, caramel, peanut",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1300,1478,Map Chocolate,United States,3.24375,Ecuador,Ecuador,70.0,3.5,3,"coarse, floral, rum",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1301,1606,Map Chocolate,United States,3.24375,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,3.5,3,"rich, bright fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1302,1606,Map Chocolate,United States,3.24375,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,3.5,3,"lemon, spicy, cocoa",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1303,1634,Map Chocolate,United States,3.24375,Honduras,Le Chocolat Chaud,78.0,3.5,3,"grassy, woody, sweet",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.205074235907952,3.211668839634941
1304,1610,Map Chocolate,United States,3.24375,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,3.0,3,"sweet, fatty, roasty",1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
1305,1606,Map Chocolate,United States,3.24375,Trinidad and Tobago,"San Juan Estate, Cherry Blossoms at Night",70.0,2.75,3,"heavy roast, few grits, rich",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1306,1610,Map Chocolate,United States,3.24375,Colombia,Colombia,75.0,2.75,3,"roasty, coffee, rubber",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1307,1896,Map Chocolate,United States,3.236046511627907,Vietnam,"Ben Tre, Surprise Valley",75.0,3.25,3,"intense, sour, tart",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.205074235907952,3.203216374269006
1308,1956,Map Chocolate,United States,3.3627450980392157,Vietnam,"Lam Dong, ""Red Poppy""",73.0,3.0,2,"earthy, tobacco, ashey",0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.203216374269006
1309,2040,Map Chocolate,United States,3.1915555555555555,Dominican republic,Zorzal Reserve,72.0,3.5,3,"complex, creamy, cherry",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1310,2262,Map Chocolate,United States,3.1915555555555555,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,3.25,3,"sweet, spicy, dirty",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1311,2262,Map Chocolate,United States,3.1915555555555555,Blend,"""Peace of Wild Things""",72.0,3.0,3,"off notes, rubbery, hammy",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1312,1872,Marana,Peru,3.236046511627907,Peru,Piura,70.0,3.0,4,"pungent, tangy, grapes",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.1836512421545726,3.2241003271537623
1313,1884,Marana,Peru,3.236046511627907,Peru,San Martin,70.0,3.0,3,"pungent, grapes, brownie",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.1836512421545726,3.2241003271537623
1314,1884,Marana,Peru,3.236046511627907,Peru,Cusco,70.0,2.75,3,"smokey, dirty, sour",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.1836512421545726,3.2241003271537623
1315,1808,Marigold's Finest,Canada,3.236046511627907,Blend,Cacao Nib Crunch,75.0,3.25,2,"earthy, coffee, roasty",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1316,2158,Markham & Fitz,United States,3.1915555555555555,Haiti,"Pisa, batch 58",75.0,2.75,2,"dried fruit, woody, dirty",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3.205074235907952,3.211668839634941
1317,845,Marou,Vietnam,3.2069444444444444,Vietnam,Ba Ria,76.0,3.5,3,citrus,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.206741541366628,3.203216374269006
1318,845,Marou,Vietnam,3.2069444444444444,Vietnam,Dong Nai,72.0,3.5,3,"roasty, coffee",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1319,845,Marou,Vietnam,3.2069444444444444,Vietnam,"Tien Giang, Gao Co-op",70.0,3.5,3,"cocoa, spice, late sour",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1320,849,Marou,Vietnam,3.2069444444444444,Vietnam,Ben Tre,78.0,3.5,3,"sticky, pepper, cinamon, rich",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,3.206741541366628,3.203216374269006
1321,955,Marou,Vietnam,3.2069444444444444,Vietnam,Lam Dong,74.0,3.5,3,"melon, roasty",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.206741541366628,3.203216374269006
1322,895,Marou,Vietnam,3.2069444444444444,Vietnam,Tien Giang,80.0,3.0,3,"creamy, fatty, black pepper",1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1323,1149,Marou,Vietnam,3.2148876404494384,Vietnam,"Tan Phu Dong, Treasure Island",75.0,3.5,3,"fatty, heavy roast, nutty",1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1324,1650,Marou,Vietnam,3.24375,Vietnam,"Dak Lak, Batch 2451",70.0,3.75,2,spicy and fragrant,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1325,1650,Marou,Vietnam,3.24375,Vietnam,Ben Tre,68.0,3.5,2,"roasty, rich, coffee, nut",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1326,1650,Marou,Vietnam,3.24375,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,3.25,2,"long, mild honey, rich cocoa",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1327,2258,Marou,Vietnam,3.1915555555555555,Vietnam,"Dak Nong, Tam Farm",75.0,3.5,3,"fatty, roasty, nutty",1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.206741541366628,3.203216374269006
1328,1189,Marsatta,United States,3.2148876404494384,Dominican republic,Dominican Republic,89.0,2.5,4,"fatty, rubber, medicinal",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1329,1189,Marsatta,United States,3.2148876404494384,Dominican republic,Dominican Republic,74.0,2.25,4,"waxy, rubber, medicinal",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1330,1836,Martin Mayer,Austria,3.236046511627907,Colombia,Tumaco,74.0,3.25,3,"sandy, mild floral, mild nutty",1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1331,1836,Martin Mayer,Austria,3.236046511627907,Haiti,Pisa,82.0,3.0,3,"sandy, earthy, sweet edge",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.223530513554012,3.211668839634941
1332,1836,Martin Mayer,Austria,3.236046511627907,Bolivia,Alto Beni,76.0,2.75,3,"sticky, pungent, off note",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.223530513554012,3.2241003271537623
1333,572,Mast Brothers,United States,3.1888297872340425,Dominican republic,"Dominican Republic, Coop",70.0,3.25,2,"sticky, earthy, coffee",0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.205074235907952,3.211668839634941
1334,572,Mast Brothers,United States,3.1888297872340425,Venezuela,Ocumare de la Costa,75.0,3.0,2,"dry, sticky, nutty, earthy",0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.205074235907952,3.2241003271537623
1335,572,Mast Brothers,United States,3.1888297872340425,Venezuela,Patanemo,81.0,2.75,2,"sticky, woody, musty",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.205074235907952,3.2241003271537623
1336,777,Mast Brothers,United States,3.2712418300653594,Dominican republic,"La Red de Guanconejo, N. Highlands coop",74.0,3.75,2,"gritty, raspberry, sour",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1337,672,Mast Brothers,United States,3.2712418300653594,Blend,Brooklyn Blend,72.0,3.5,2,"rich cocoa, coffee, roasty",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1338,773,Mast Brothers,United States,3.2712418300653594,Belize,Moho River,70.0,3.5,2,"gritty, tangy, cocoa",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1339,777,Mast Brothers,United States,3.2712418300653594,Dominican republic,Conacado,73.0,3.25,2,"dry, gritty, red berry, coffee",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1340,701,Mast Brothers,United States,3.2712418300653594,Venezuela,"Chuao, Med. Roast",76.0,3.0,2,"sandy, strawberry, sour",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1341,709,Mast Brothers,United States,3.2712418300653594,Venezuela,"Chuao, Dark Roast",70.0,3.0,2,"dry, sandy, intense, berry",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1342,777,Mast Brothers,United States,3.2712418300653594,Peru,San Martin,75.0,3.0,2,"orange, lemon, coffee ground",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1343,713,Mast Brothers,United States,3.2712418300653594,Venezuela,"Chuao, Light Roast",81.0,2.75,2,"gritty, high astringent, sour",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1344,777,Mast Brothers,United States,3.2712418300653594,Papua new guinea,Papua New Guinea,71.0,2.75,2,"gritty, sticky, smoke, hammy",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3.205074235907952,3.223404255319149
1345,959,Mast Brothers,United States,3.2069444444444444,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,3.5,2,"gritty, fruit, tart, rich",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3.205074235907952,3.086734693877551
1346,999,Mast Brothers,United States,3.2069444444444444,Venezuela,Chuao,73.0,2.75,2,"gritty, sour, sweet",0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1347,999,Mast Brothers,United States,3.2069444444444444,Blend,Madagascar,72.0,2.5,2,"gritty, overly tart, sour",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1348,1359,Mast Brothers,United States,3.197530864197531,Blend,"French Laundry 20th Anniversary, Peru, Belize",75.0,3.75,2,"tart, deep choco",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.086734693877551
1349,1450,Mast Brothers,United States,3.24375,Tanzania,Tanzania,74.0,3.25,2,"green, vegetal, mild spice",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
1350,1450,Mast Brothers,United States,3.24375,Guatemala,Guatemala,76.0,3.0,2,"mild bitter, citrus, intense",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1351,1177,Matale,Australia,3.2148876404494384,Madagascar,"Somia, 2013",68.0,4.0,3,"sticky, red fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3.2484785562022997,3.2186609686609686
1352,1177,Matale,Australia,3.2148876404494384,Papua new guinea,"Kulili P., 2013",74.0,4.0,3,"creamy, grassy, smoke, nut",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2484785562022997,3.223404255319149
1353,1181,Matale,Australia,3.2148876404494384,Blend,"PNG, Vanuatu, Mad; 2013 h.",70.0,3.75,3,"nutty, fruity, spicy",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.2484785562022997,3.086734693877551
1354,1177,Matale,Australia,3.2148876404494384,Vanuatu,"Malekula P., 2013",72.0,3.5,3,"sticky, butterscotch, nutty",1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.2484785562022997,3.223404255319149
1355,1430,Maverick,United States,3.197530864197531,Peru,"Morropon, Norandiono Coop, Piura",63.0,3.5,3,"sweet, cherry, cream, raisin",1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.2241003271537623
1356,1367,Maverick,United States,3.197530864197531,Belize,Maya Mountain,70.0,3.25,2,"heavy roast, smoke",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.205074235907952,3.211668839634941
1357,1367,Maverick,United States,3.197530864197531,Dominican republic,Elvesia,70.0,3.25,2,"roasty, coffee",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1358,1430,Maverick,United States,3.197530864197531,Peru,Tumbes,82.0,3.25,2,"intense, burnt, bitter, spice",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1359,2482,Maverick,United States,3.256172839506173,Madagascar,"Akesson P., Sambirano",65.0,3.25,3,"sweet edge, sour fruit",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.205074235907952,3.2186609686609686
1360,2482,Maverick,United States,3.256172839506173,United States,"Hawai'i Island, Big Island, Mauna Kea",70.0,3.0,3,"nutty, cheese, savory",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1361,2486,Maverick,United States,3.256172839506173,Vietnam,"Dak Nong, Marou Cacao",75.0,3.0,3,"roasty, hammy, dirty",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.203216374269006
1362,1728,Mayacama,United States,3.236046511627907,Dominican republic,Hispaniola,72.0,3.0,2,"gritty, sweet, earthy",0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1363,2478,McGuire,Canada,3.256172839506173,Belize,"Maya Mountain, Toledo",70.0,3.25,3,"cocoa, strawberry",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.205074235907952,3.211668839634941
1364,2474,McGuire,Canada,3.256172839506173,Guatemala,"Cahabon E., ""Adioesmac""",70.0,2.5,3,"musty, woody, rubbery, roasty",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.205074235907952,3.211668839634941
1365,1291,Meadowlands,United States,3.197530864197531,Dominican republic,Dominican Republic,70.0,3.5,2,"high roast, nutty, deep choco",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1366,1287,Meadowlands,United States,3.197530864197531,Belize,Belize,70.0,3.0,2,"spicy, metallic, molasses",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.205074235907952,3.211668839634941
1367,1291,Meadowlands,United States,3.197530864197531,Nicaragua,"Nicaragua, w/ inbs",70.0,3.0,2,"fatty, sligthly bland, earthy",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.205074235907952,3.211668839634941
1368,1287,Meadowlands,United States,3.197530864197531,Venezuela,Venezuela,70.0,2.75,2,"molasses, sweet, choco",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.205074235907952,3.2241003271537623
1369,1287,Meadowlands,United States,3.197530864197531,Bolivia,Bolivia,70.0,2.5,2,"pungent, off",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.205074235907952,3.2241003271537623
1370,2362,Mellow,Denmark,3.1333333333333333,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,3.25,2,"smooth, coconut, cocoa",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.203216374269006
1371,2362,Mellow,Denmark,3.1333333333333333,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,3.25,2,"creamy, coconut, cocoa",0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3.223530513554012,3.2186609686609686
1372,2362,Mellow,Denmark,3.1333333333333333,Dominican republic,"Oko Caribe, El Cibao, 2018 Harvest",70.0,2.75,2,"dry, floral, dirty, coconut",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3.223530513554012,3.211668839634941
1373,2362,Mellow,Denmark,3.1333333333333333,Ecuador,"Camino Verde, Duran Region",85.0,2.5,2,"floral, earthy, bitter",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.223530513554012,3.2241003271537623
1374,837,Menakao (aka Cinagra),Madagascar,3.2069444444444444,Madagascar,Madagascar,80.0,2.5,4,"sticky, tart, slight burnt",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.177748263179404,3.2186609686609686
1375,841,Menakao (aka Cinagra),Madagascar,3.2069444444444444,Madagascar,Madagascar,72.0,2.5,4,"uneven, smokey, hammy",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.177748263179404,3.2186609686609686
