,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey
1025,2426,Hogarth,New zealand,2019,Venezuela,"Porcelana, Lake Maracaibo",68.0,3.25,3,"high acid, sweet, nut, strawberry",1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1026,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,58.0,3.5,4,"dry, nutty, sweet",1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,58.0,3.25,4,"dry, intense floral, spciy",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1028,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,72.0,3.0,2,"dry, floral, slight musty",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1029,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Manabi,80.0,2.5,2,"sandy, perfume, nutty",0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1030,414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,80.0,2.0,4,"perfume, burning",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1031,431,Holy Cacao,Israel,2009,Dominican republic,Hispaniola w/ nibs,75.0,3.75,2,"red berry, cocoa, mild coffee",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1032,431,Holy Cacao,Israel,2009,Peru,San Martin,70.0,3.5,2,"coffee, red berry, tart",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1033,431,Holy Cacao,Israel,2009,Dominican republic,Hispaniola,70.0,2.75,2,"sandy, red berry, sour",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1034,431,Holy Cacao,Israel,2009,Ivory coast,Ivory Coast,70.0,2.5,2,"dry, sour, cheesey, off",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1035,1466,Holy Cacao,Israel,2015,Ecuador,"Camino Verde P., Balao, Guayas",70.0,3.5,4,"floral, roasty, coffee",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1036,1466,Holy Cacao,Israel,2015,Madagascar,Sambirano,70.0,3.5,4,"rich cocoa, fatty",1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1037,1466,Holy Cacao,Israel,2015,Trinidad,Gran Couva,70.0,3.5,4,"creamy, nutty, tea, fatty",1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1038,1466,Holy Cacao,Israel,2015,Venezuela,Mara,70.0,3.5,4,"muted, fatty, nutty",1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,1872,Holy Cacao,Israel,2016,Peru,Maranon,70.0,2.75,4,"sour, raw, green",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1040,1327,Honest,South africa,2014,Ecuador,"Ecuador, w/ nibs, batch 140224-1",72.0,2.5,2,"true to sugar, green, fatty",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,1030,Hotel Chocolat,U.k.,2013,St. lucia,"Marcial, single Cote, 2012",70.0,4.0,2,cardamon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,1654,Hotel Chocolat,U.k.,2015,St. lucia,"Pepiniere, single Cote",70.0,2.75,2,"smoke, cocoa, fruit, fuel",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1043,2134,Hotel Chocolat,U.k.,2018,Colombia,"Sierra Nevada, Cienaga",75.0,2.75,4,"dry, woody, dried fruit",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1044,2386,Hotel Chocolat,U.k.,2019,Honduras,Copan,72.0,3.0,4,"sour raisin, woody, fatty",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1045,2386,Hotel Chocolat,U.k.,2019,Tanzania,Kilombero Valley,80.0,3.0,4,"fatty, mild bitter, banana",1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1046,245,Hotel Chocolat (Coppeneur),U.k.,2008,St. lucia,St. Lucia,72.0,3.0,3,"grassy, tobacco, intense",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1047,300,Hotel Chocolat (Coppeneur),U.k.,2008,Sao tome,Uba Budo,72.0,3.0,4,"fungal, mushroom, mild burn",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,296,Hotel Chocolat (Coppeneur),U.k.,2008,Tanzania,Tanzania,75.0,2.75,4,"sandy, sweet, mild cocoa",1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,600,Hotel Chocolat (Coppeneur),U.k.,2010,Venezuela,Chuao,70.0,2.75,4,"ashey, woody, bright red",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1050,623,Hotel Chocolat (Coppeneur),U.k.,2011,St. lucia,"Island Growers, 96hr c.",65.0,3.25,4,"sweet, cocoa, grassy",1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,623,Hotel Chocolat (Coppeneur),U.k.,2011,Ecuador,"Los Rios, H. Iara, 96hr c.",80.0,3.0,4,"mild bitter, floral",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1052,623,Hotel Chocolat (Coppeneur),U.k.,2011,St. lucia,"Island Growers, 120hr c.",65.0,3.0,4,"woody, nutty, short",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1053,809,Hotel Chocolat (Coppeneur),U.k.,2012,Madagascar,Sambirano,66.0,3.5,4,"sweet, red berry, sour",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1054,1038,Hotel Chocolat (Coppeneur),U.k.,2013,Vietnam,Mekong Delta & Dong Nai,80.0,3.5,4,"tart, fruity, intense",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1055,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara, 2012",82.0,3.5,2,"oily, spicy, sl. Burnt",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1056,1038,Hotel Chocolat (Coppeneur),U.k.,2013,Trinidad,Trinidad,75.0,3.0,4,"sandy, vegetal, sour",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1057,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara",90.0,3.0,2,"oily, leathery, intense bitter",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1058,1065,Hotel Chocolat (Coppeneur),U.k.,2013,Madagascar,"Somia Plantation, Akesson, 2012, Rabot",72.0,3.0,4,"nutty, mild coffee",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,1113,Hotel Chocolat (Coppeneur),U.k.,2013,Ecuador,"Los Rios, H. Iara, 2012, 120hr c., batch 13092",100.0,2.5,1,"candy, uncontrolled bitterness",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,1097,Hummingbird,Canada,2013,Venezuela,"Amazonas, batch 14",70.0,3.75,3,"nutty, coffee, rich",1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1061,1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70.0,3.25,3,"fatty, gritty, roasty",1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1062,1311,Hummingbird,Canada,2014,Dominican republic,"Hispaniola, batch 73",70.0,3.75,3,"raisins, rich choco",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1063,1387,Hummingbird,Canada,2014,Dominican republic,Zorzal Reserva w/ Charles Kerchner,70.0,3.5,3,"spicy, mild fruit, fatty",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
1064,1307,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70.0,3.0,3,"intense, cherry, metallic",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1065,1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70.0,3.0,3,"woody, floral, metallic",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1066,1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70.0,3.0,3,"earthy, metallic edge",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1067,1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70.0,3.5,3,"spicy, mild roasty",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1068,733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Porcelana, Zulia",74.0,4.0,3,"creamy, nutty, delicate fruit",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Carenero Superior, Urrutia, Barlovento",70.0,4.0,3,"creamy, nutty, fruity",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1070,737,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona w/ nibs,72.0,4.0,3,"peanut, coffee, cocoa, bread",1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",72.0,4.0,3,"creamy, nutty, earthy",1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,725,Idilio (Felchlin),Switzerland,2011,Venezuela,Coopertiva Amazona,72.0,3.75,3,"creamy, cocoa, lemon",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1073,725,Idilio (Felchlin),Switzerland,2011,Venezuela,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",72.0,3.75,3,"creamy, roasted nuts, fatty",1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1074,733,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, 48hr c.",72.0,3.75,3,"creamy, nutty, cocoa",1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,737,Idilio (Felchlin),Switzerland,2011,Venezuela,"Ocumare, H. Cata, w/ nibs",72.0,3.5,3,"creamy, nutty, muted",1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",72.0,3.25,3,"creamy, sour, raisin",1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
1077,1085,Idilio (Felchlin),Switzerland,2013,Venezuela,"Chuao, (Choroni, Ven.)",72.0,3.75,3,"fatty, rich, berry notes",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1078,1788,Indah,India,2016,India,India (south),61.0,2.5,4,"sour, sweet, rubber",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1079,821,Indaphoria,U.S.A,2012,Dominican republic,La Red,70.0,3.25,3,"heavy roast, black licorice",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,907,Indaphoria,U.S.A,2012,Dominican republic,"Conacado, Manifesto",70.0,2.75,3,"sandy, strawberry, coconut",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1081,1255,Indi,U.S.A,2014,Honduras,Honduras,77.0,3.0,3,"buttery, intense, spice, roasty",1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
1082,2008,Indi,U.S.A,2017,Vietnam,Lam Dong,72.0,3.25,3,"molasses, roasty",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1083,943,iQ Chocolate,Scotland,2012,Peru,black label,72.0,3.0,4,"sandy, caramel",1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1084,943,iQ Chocolate,Scotland,2012,Peru,"Satipo region, white label",72.0,2.75,4,"very sandy, sweet, spicy",1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1085,1275,Isidro,U.S.A,2014,Madagascar,"Madagascar, batch 27",72.0,3.5,2,"intense, tart, earthy",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1086,1279,Isidro,U.S.A,2014,Belize,"Belize, batch 26",72.0,3.25,2,"mild metallic, spice, tea",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1087,1279,Isidro,U.S.A,2014,Dominican republic,"Dominican Republic, batch 30",72.0,3.25,2,"roasty, nutty, spicy",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1088,1279,Isidro,U.S.A,2014,Peru,"Peru, batch 25",72.0,2.25,2,"off notes, pungent",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1089,2250,Islands Chocolate,St.vincent-grenadines,2018,St.vincent-grenadines,Perseverance E.,72.0,2.75,4,"woody, meaty, vegetal",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1090,1542,Izard,U.S.A,2015,Belize,"Maya Mountain, Toledo, Batch 29",70.0,3.5,2,"intense, cherry, rich, metallic",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1091,1546,Izard,U.S.A,2015,Dominican republic,"Elvesia P., Batch 32",70.0,2.75,2,"intense, molasses, fruit",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
1092,5,Jacque Torres,U.S.A,2006,Ghana,Trinatario Treasure,71.0,2.0,5,"gritty, unrefined, off notes",1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1093,2146,Jean Marie Auboine,U.S.A,2018,Venezuela,"Venezuela, batch 107",72.0,3.25,3,"sandy, sweet",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1094,2008,Johnny Iuzzini,U.S.A,2017,Ecuador,"Costa Esmeralda, Batch 30",78.0,3.75,4,"full bodied, floral",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1095,1972,Johnny Iuzzini,U.S.A,2017,Venezuela,"Ocumare, Cuyagua",72.0,3.5,3,"dairy, nutty, butterscotch",1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,1976,Johnny Iuzzini,U.S.A,2017,Vietnam,"Tien Giang, Mekong Delta",65.0,3.5,4,"sweet, fruity, vanilla",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1097,1980,Johnny Iuzzini,U.S.A,2017,Ecuador,Camino Verde P.,70.0,3.5,4,"floral, bourbon, salt",1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1098,2008,Johnny Iuzzini,U.S.A,2017,Madagascar,"Sambirano Valley, Batch 7",68.0,3.5,5,"vanilla, gateway",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1099,1976,Johnny Iuzzini,U.S.A,2017,Jamaica,Mount Pleasant,67.0,3.0,4,"candy like, sweet, dairy",1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,1976,Johnny Iuzzini,U.S.A,2017,Peru,"San Martin, Oro Verde",75.0,3.0,4,"floral, tobacco, candied",1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1101,2104,Johnny Iuzzini,U.S.A,2018,Colombia,"Tumaco, batch 2",73.0,3.25,4,"complex, bold, gritty",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1102,2104,Johnny Iuzzini,U.S.A,2018,Trinidad,"Tabaquite, batch 12",80.0,3.25,4,"bold, spice, sour fruit, gritty",1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
1103,2100,Johnny Iuzzini,U.S.A,2018,India,"Anamalai, batch 8",66.0,3.0,4,"gritty, coffee, sweet, hammy",1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1104,1534,Jordis,Czech republic,2015,Madagascar,Madagascar,63.0,2.75,2,"off note, vanilla, basic cocoa",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1105,2458,Jordis,Czech republic,2020,Venezuela,Chuao,75.0,2.75,3,"harsh, burnt nuts, powdery",1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1106,2218,Kad Kokoa,Thailand,2018,Thailand,Prachuap Khiri Khan,70.0,3.75,3,brownie,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,2214,Kad Kokoa,Thailand,2018,Thailand,Chantaburi,70.0,3.5,3,"nutty, cocoa, sour veggie",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,2218,Kad Kokoa,Thailand,2018,Thailand,Chiang Mai,70.0,3.5,3,"herbal, tea-like",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,2218,Kad Kokoa,Thailand,2018,Thailand,Chumphon,70.0,3.0,3,"floral, earthy, grassy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1110,1061,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Cibao Valley, Rizek",70.0,3.5,5,"raisins, prunes",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1111,1069,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",55.0,3.25,5,"very sweet, basic cocoa",1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,1073,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",62.0,3.25,5,"candy-like, peanut butter",1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,1069,Kah Kow,Dominican republic,2013,Dominican republic,"Rizek Cacao, Domin. Rep.",82.0,3.0,5,"nutty, sour milk, off note",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1114,2422,Kah Kow - USA,Dominican republic,2019,Dominican republic,"Dominican Nacional, Collection 01",68.0,3.75,4,"creamy, floral, dried fruit",1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1115,2454,Kah Kow - USA,U.S.A,2019,Dominican republic,"Los Bejucos, Collection 01, Rizek",65.0,3.75,4,"creamy, distinct, dried fruit",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1116,2390,Kah Kow - USA,Dominican republic,2019,Dominican republic,Mata Larga,71.5,3.5,3,"creamy, balanced, fig, cocoa",1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1117,2394,Kah Kow - USA,Dominican republic,2019,Dominican republic,El Antiguo (Monet Plata & Duarte ),70.0,3.0,3,"sandy, sweet, acidic",1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1118,2454,Kah Kow - USA,U.S.A,2019,Dominican republic,"El Valle, Collection 01, Rizek",72.0,3.0,4,"creamy, black tea, vegetal",1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",75.0,3.25,3,"base cocoa, fruit, fatty",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1120,2338,Kaitxo,Spain,2019,Nicaragua,"San Juan Coop, El Castillero",75.0,3.0,3,"spicy, tobacco",1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1121,2338,Kaitxo,Spain,2019,Peru,"Chulucanas, Piura, Cesar Vallejo-farmer",75.0,3.0,3,"muted, grapes, astringent",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1122,241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70.0,3.5,4,"intense, mint, marshmallow",1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1123,241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70.0,3.0,4,"creamy, mild marshmallow",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 60hr/ W.F. blend prototype,85.0,3.0,4,"spicy, mild bitter",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1125,269,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,85.0,3.0,4,"fruity, floral, cooling sensation",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1126,245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75.0,2.75,4,"sweet, vanilla, coffee",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1127,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego 48hr/ W.F. blend prototype,85.0,2.75,4,"creamy, nutty, bitter, flat",1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,248,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Diego/ original micro,85.0,2.5,4,"crumbly, vanilla, bitter",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1129,263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75.0,2.5,4,"grassy, earthy, coffee",1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1130,1133,Kerchner,U.S.A,2013,Dominican republic,"La Red, Project Reserva, Guaconejo",70.0,3.75,3,"fatty, dark berry, grassy",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1131,431,Ki' Xocolatl,Mexico,2009,Mexico,Dark,72.0,2.0,5,"sweet, vanilla domintates, nut",1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1132,2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70.0,3.25,3,"poor finish, cocoa, grassy",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,1251,Kiskadee,U.S.A,2014,Dominican republic,"La Red, Guanconjeco",60.0,3.0,2,"gritty, overly sweet, citrus",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1134,2016,Krak,Netherlands,2017,Mexico,Xoconusco,70.0,3.25,2,"medium roast, nutty",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,1968,Krak,Netherlands,2017,Belize,Belize,70.0,3.0,2,"gritty, sour, berries",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1136,1968,Krak,Netherlands,2017,Vietnam,Vietnam,70.0,3.0,2,"sticky, molasses, sour",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1137,2044,Krak,Netherlands,2018,Mexico,"Xoconusco, triple turned",70.0,3.75,2,"intense, high acidity",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1138,2068,Krak,Netherlands,2018,Philippines,Kablon Farm,70.0,3.25,2,"nuts, dried fruit, grassy",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1139,2064,Krak,Netherlands,2018,Madagascar,Mava Sa Ferme D'ottange,70.0,3.0,2,"roasty, nutty",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,2282,Krak,Netherlands,2019,Papua new guinea,Gazelle,70.0,3.25,2,"astringent, smomkey cocoa",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,2286,Krak,Netherlands,2019,Colombia,H. Betulia B6,70.0,3.0,2,light color,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,1422,Kto,U.S.A,2014,Madagascar,Sambirano Valley,72.0,3.25,3,"strawberry, intense, sour",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1143,1426,Kto,U.S.A,2014,Belize,Belize,90.0,3.25,2,"intense, spicy, pungent",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1144,1426,Kto,U.S.A,2014,Dominican republic,Elvesia,72.0,3.25,3,"spicy, molasses, earthy",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1145,1426,Kto,U.S.A,2014,Dominican republic,ROIG,72.0,3.25,3,"earthy, fatty, tea",1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1146,1422,Kto,U.S.A,2014,Belize,Belize,72.0,3.0,3,"nutty, sour milk",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
