,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,taste,cocoa_butter,vanilla_have_not_vanilla,vanilla,vanilla_have_vanilla,lecithin,salt,sugar,sweetener_without_sugar,nutty,sweet,cocoa,roasty,creamy,earthy,sandy,fatty,floral,intense,spicy,sour,molasses,woody,vanilla_taste,sticky,fruit,smokey,company_continent,origin_continent
1276,1856,Malmo,Sweden,2016,Venezuela,Chuao,70.0,3.0,3,"hammy, unrecognizable",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU,SA
1277,821,Mana,United States,2012,Dominican republic,Conacado,74.0,3.75,3,"berry, nutty, sour",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,NA,NA
1278,1219,Mana,United States,2014,Venezuela,Venezuela,74.0,2.75,3,"nutty, green",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SA
1279,1219,Mana,United States,2014,Peru,Peru,74.0,2.5,3,"rubber, off medicinal",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SA
1280,1446,Mana,United States,2015,Ecuador,"Ecuador, batch 1212",74.0,2.5,2,"soil, wet, off notes",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SA
1281,1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70.0,2.75,4,"muted, nutty",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SA,SA
1282,1003,Manoa,United States,2012,Liberia,"Liberia, batch 174",72.0,3.25,3,"molassses, intense, off, herb",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,NA,AF
1283,1007,Manoa,United States,2012,United States,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,3.25,3,"molasses, sweet, cocoa",1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA
1284,1007,Manoa,United States,2012,Peru,"Piura, batch 173",72.0,3.0,3,"banana, menthol, medicinal",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,SA
1285,1007,Manoa,United States,2012,United States,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,2.75,3,"oily, tangy, fruit, earthy",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,NA,NA
1286,1089,Manoa,United States,2013,United States,"O'ahu Island, Waiahole, b. 182",72.0,3.75,3,"orange, cocoa",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1287,1522,Manoa,United States,2015,Costa rica,Coto Brus,72.0,3.75,3,"dried fruit, balanced, cocoa",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1288,1522,Manoa,United States,2015,Papua new guinea,Markham Valley,72.0,3.5,3,"smoke, fruit",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,OC
1289,2032,Manoa,United States,2017,Peru,Ucayali,70.0,3.25,3,"sweet, fatty, fig",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,SA
1290,2442,Manoa,United States,2019,United States,"Hawai'i Island, Hilo and Kona regions",70.0,3.5,3,"dried fruit, spicy, sticky, intense",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,NA,NA
1291,871,Manufaktura Czekolady,Poland,2012,Ghana,Grand Cru Ghana,70.0,3.5,2,"cocoa, coconut",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EU,AF
1292,871,Manufaktura Czekolady,Poland,2012,Dominican republic,Grand Cru Dominican Republic,70.0,3.25,2,"chewy, brownie like",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,EU,NA
1293,875,Manufaktura Czekolady,Poland,2012,Ecuador,Grand Cru Ecuador,70.0,3.25,2,"grits, roaste brownie",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU,SA
1294,1255,Manufaktura Czekolady,Poland,2014,Venezuela,Porcelana,70.0,3.75,2,"nutty, intense, roasty",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,EU,SA
1295,1279,Manufaktura Czekolady,Poland,2014,Colombia,Kolumbia,85.0,3.5,2,"coarse, intense, nutty",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,EU,SA
1296,1844,Manufaktura Czekolady,Poland,2016,Nicaragua,Johe,70.0,3.75,3,"basic, balanced, deep cocoa",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU,NA
1297,1848,Manufaktura Czekolady,Poland,2016,Peru,Peru,70.0,3.5,3,"nutty, roasty",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU,SA
1298,1474,Map Chocolate,United States,2015,Dominican republic,"ROIG, 2014",70.0,3.5,3,"fruity, tangy, cocoa",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1299,1474,Map Chocolate,United States,2015,Peru,"Maranon, 2014",62.0,3.5,3,"delicate, caramel, peanut",1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SA
1300,1478,Map Chocolate,United States,2015,Ecuador,Ecuador,70.0,3.5,3,"coarse, floral, rum",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,SA
1301,1606,Map Chocolate,United States,2015,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,3.5,3,"rich, bright fruit",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA
1302,1606,Map Chocolate,United States,2015,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,3.5,3,"lemon, spicy, cocoa",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,NA,SA
1303,1634,Map Chocolate,United States,2015,Honduras,Le Chocolat Chaud,78.0,3.5,3,"grassy, woody, sweet",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
1304,1610,Map Chocolate,United States,2015,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,3.0,3,"sweet, fatty, roasty",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,AF
1305,1606,Map Chocolate,United States,2015,Trinidad and Tobago,"San Juan Estate, Cherry Blossoms at Night",70.0,2.75,3,"heavy roast, few grits, rich",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
1306,1610,Map Chocolate,United States,2015,Colombia,Colombia,75.0,2.75,3,"roasty, coffee, rubber",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,SA
1307,1896,Map Chocolate,United States,2016,Vietnam,"Ben Tre, Surprise Valley",75.0,3.25,3,"intense, sour, tart",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,AS
1308,1956,Map Chocolate,United States,2017,Vietnam,"Lam Dong, ""Red Poppy""",73.0,3.0,2,"earthy, tobacco, ashey",0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,AS
1309,2040,Map Chocolate,United States,2018,Dominican republic,Zorzal Reserve,72.0,3.5,3,"complex, creamy, cherry",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1310,2262,Map Chocolate,United States,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,3.25,3,"sweet, spicy, dirty",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA
1311,2262,Map Chocolate,United States,2018,Blend,"""Peace of Wild Things""",72.0,3.0,3,"off notes, rubbery, hammy",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Unknown
1312,1872,Marana,Peru,2016,Peru,Piura,70.0,3.0,4,"pungent, tangy, grapes",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,SA,SA
1313,1884,Marana,Peru,2016,Peru,San Martin,70.0,3.0,3,"pungent, grapes, brownie",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,SA,SA
1314,1884,Marana,Peru,2016,Peru,Cusco,70.0,2.75,3,"smokey, dirty, sour",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,SA,SA
1315,1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75.0,3.25,2,"earthy, coffee, roasty",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,Unknown
1316,2158,Markham & Fitz,United States,2018,Haiti,"Pisa, batch 58",75.0,2.75,2,"dried fruit, woody, dirty",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,NA,NA
1317,845,Marou,Vietnam,2012,Vietnam,Ba Ria,76.0,3.5,3,citrus,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AS,AS
1318,845,Marou,Vietnam,2012,Vietnam,Dong Nai,72.0,3.5,3,"roasty, coffee",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS,AS
1319,845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70.0,3.5,3,"cocoa, spice, late sour",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,AS,AS
1320,849,Marou,Vietnam,2012,Vietnam,Ben Tre,78.0,3.5,3,"sticky, pepper, cinamon, rich",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,AS,AS
1321,955,Marou,Vietnam,2012,Vietnam,Lam Dong,74.0,3.5,3,"melon, roasty",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,AS,AS
1322,895,Marou,Vietnam,2012,Vietnam,Tien Giang,80.0,3.0,3,"creamy, fatty, black pepper",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,AS,AS
1323,1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75.0,3.5,3,"fatty, heavy roast, nutty",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AS,AS
1324,1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70.0,3.75,2,spicy and fragrant,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS,AS
1325,1650,Marou,Vietnam,2015,Vietnam,Ben Tre,68.0,3.5,2,"roasty, rich, coffee, nut",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AS,AS
1326,1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,3.25,2,"long, mild honey, rich cocoa",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AS,AS
1327,2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75.0,3.5,3,"fatty, roasty, nutty",1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,AS,AS
1328,1189,Marsatta,United States,2013,Dominican republic,Dominican Republic,89.0,2.5,4,"fatty, rubber, medicinal",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
1329,1189,Marsatta,United States,2013,Dominican republic,Dominican Republic,74.0,2.25,4,"waxy, rubber, medicinal",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1330,1836,Martin Mayer,Austria,2016,Colombia,Tumaco,74.0,3.25,3,"sandy, mild floral, mild nutty",1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,EU,SA
1331,1836,Martin Mayer,Austria,2016,Haiti,Pisa,82.0,3.0,3,"sandy, earthy, sweet edge",1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,EU,NA
1332,1836,Martin Mayer,Austria,2016,Bolivia,Alto Beni,76.0,2.75,3,"sticky, pungent, off note",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,EU,SA
1333,572,Mast Brothers,United States,2010,Dominican republic,"Dominican Republic, Coop",70.0,3.25,2,"sticky, earthy, coffee",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA
1334,572,Mast Brothers,United States,2010,Venezuela,Ocumare de la Costa,75.0,3.0,2,"dry, sticky, nutty, earthy",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,SA
1335,572,Mast Brothers,United States,2010,Venezuela,Patanemo,81.0,2.75,2,"sticky, woody, musty",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,NA,SA
1336,777,Mast Brothers,United States,2011,Dominican republic,"La Red de Guanconejo, N. Highlands coop",74.0,3.75,2,"gritty, raspberry, sour",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,NA
1337,672,Mast Brothers,United States,2011,Blend,Brooklyn Blend,72.0,3.5,2,"rich cocoa, coffee, roasty",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Unknown
1338,773,Mast Brothers,United States,2011,Belize,Moho River,70.0,3.5,2,"gritty, tangy, cocoa",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1339,777,Mast Brothers,United States,2011,Dominican republic,Conacado,73.0,3.25,2,"dry, gritty, red berry, coffee",0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1340,701,Mast Brothers,United States,2011,Venezuela,"Chuao, Med. Roast",76.0,3.0,2,"sandy, strawberry, sour",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,NA,SA
1341,709,Mast Brothers,United States,2011,Venezuela,"Chuao, Dark Roast",70.0,3.0,2,"dry, sandy, intense, berry",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,SA
1342,777,Mast Brothers,United States,2011,Peru,San Martin,75.0,3.0,2,"orange, lemon, coffee ground",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,SA
1343,713,Mast Brothers,United States,2011,Venezuela,"Chuao, Light Roast",81.0,2.75,2,"gritty, high astringent, sour",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,SA
1344,777,Mast Brothers,United States,2011,Papua new guinea,Papua New Guinea,71.0,2.75,2,"gritty, sticky, smoke, hammy",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,OC
1345,959,Mast Brothers,United States,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,3.5,2,"gritty, fruit, tart, rich",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,NA,Unknown
1346,999,Mast Brothers,United States,2012,Venezuela,Chuao,73.0,2.75,2,"gritty, sour, sweet",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,SA
1347,999,Mast Brothers,United States,2012,Blend,Madagascar,72.0,2.5,2,"gritty, overly tart, sour",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,NA,Unknown
1348,1359,Mast Brothers,United States,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75.0,3.75,2,"tart, deep choco",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,Unknown
1349,1450,Mast Brothers,United States,2015,Tanzania,Tanzania,74.0,3.25,2,"green, vegetal, mild spice",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,AF
1350,1450,Mast Brothers,United States,2015,Guatemala,Guatemala,76.0,3.0,2,"mild bitter, citrus, intense",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NA,NA
1351,1177,Matale,Australia,2013,Madagascar,"Somia, 2013",68.0,4.0,3,"sticky, red fruit",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,OC,AF
1352,1177,Matale,Australia,2013,Papua new guinea,"Kulili P., 2013",74.0,4.0,3,"creamy, grassy, smoke, nut",1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,OC,OC
1353,1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70.0,3.75,3,"nutty, fruity, spicy",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,OC,Unknown
1354,1177,Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72.0,3.5,3,"sticky, butterscotch, nutty",1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,OC,OC
1355,1430,Maverick,United States,2014,Peru,"Morropon, Norandiono Coop, Piura",63.0,3.5,3,"sweet, cherry, cream, raisin",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,SA
1356,1367,Maverick,United States,2014,Belize,Maya Mountain,70.0,3.25,2,"heavy roast, smoke",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA
1357,1367,Maverick,United States,2014,Dominican republic,Elvesia,70.0,3.25,2,"roasty, coffee",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1358,1430,Maverick,United States,2014,Peru,Tumbes,82.0,3.25,2,"intense, burnt, bitter, spice",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,SA
1359,2482,Maverick,United States,2020,Madagascar,"Akesson P., Sambirano",65.0,3.25,3,"sweet edge, sour fruit",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,AF
1360,2482,Maverick,United States,2020,United States,"Hawai'i Island, Big Island, Mauna Kea",70.0,3.0,3,"nutty, cheese, savory",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1361,2486,Maverick,United States,2020,Vietnam,"Dak Nong, Marou Cacao",75.0,3.0,3,"roasty, hammy, dirty",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,AS
1362,1728,Mayacama,United States,2016,Dominican republic,Hispaniola,72.0,3.0,2,"gritty, sweet, earthy",0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1363,2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70.0,3.25,3,"cocoa, strawberry",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1364,2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70.0,2.5,3,"musty, woody, rubbery, roasty",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA
1365,1291,Meadowlands,United States,2014,Dominican republic,Dominican Republic,70.0,3.5,2,"high roast, nutty, deep choco",0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1366,1287,Meadowlands,United States,2014,Belize,Belize,70.0,3.0,2,"spicy, metallic, molasses",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NA,NA
1367,1291,Meadowlands,United States,2014,Nicaragua,"Nicaragua, w/ inbs",70.0,3.0,2,"fatty, sligthly bland, earthy",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA
1368,1287,Meadowlands,United States,2014,Venezuela,Venezuela,70.0,2.75,2,"molasses, sweet, choco",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,SA
1369,1287,Meadowlands,United States,2014,Bolivia,Bolivia,70.0,2.5,2,"pungent, off",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,SA
1370,2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,3.25,2,"smooth, coconut, cocoa",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,EU,AS
1371,2362,Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,3.25,2,"creamy, coconut, cocoa",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,EU,AF
1372,2362,Mellow,Denmark,2019,Dominican republic,"Oko Caribe, El Cibao, 2018 Harvest",70.0,2.75,2,"dry, floral, dirty, coconut",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,EU,NA
1373,2362,Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85.0,2.5,2,"floral, earthy, bitter",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,EU,SA
1374,837,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,80.0,2.5,4,"sticky, tart, slight burnt",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AF,AF
1375,841,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72.0,2.5,4,"uneven, smokey, hammy",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AF,AF
1376,1347,Mesocacao,Honduras,2014,Honduras,Honduras,70.0,3.5,3,"intense, grassy, spicy, rich",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,NA,NA
1377,1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80.0,3.5,3,"dried fruit, rich cocoa",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA
1378,1347,Mesocacao,Honduras,2014,Honduras,Honduras,80.0,3.25,3,"intense, ham, butterscotch",1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
1379,1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70.0,3.25,3,"acidic, pomegrant, brownie",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA
1380,1494,Mesocacao,Honduras,2015,El salvador,El Salvador,70.0,3.0,3,"dairy, caramel",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
1381,1494,Mesocacao,Honduras,2015,El salvador,El Salvador,80.0,2.75,3,"fatty, bitter, woody, roasty",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,NA,NA
1382,2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75.0,2.5,3,"earthy, floral, rubbery",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,SA,SA
1383,1267,Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72.0,3.5,3,"creamy, fatty, mild cherry",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,EU,AF
1384,1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70.0,3.0,3,"fatty, creamy, olive",1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,EU,SA
1385,2170,Metiisto,Australia,2018,Solomon islands,Tenaru,67.0,3.75,3,"dried fruit, mild hammy",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OC,OC
1386,2166,Metiisto,Australia,2018,Solomon islands,"Patovaki, Paspaskato Is",72.0,3.25,3,"roasty/smokey, high acidity",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,OC,OC
1387,1688,Metropolitan,Netherlands,2015,Blend,South America,70.0,3.5,3,"accesible, simple cocoa note",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU,Unknown
1388,2210,Meybol,Germany,2018,Peru,Piura Blanco,70.0,3.5,3,"grape, mild smoke, sandy",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,EU,SA
1389,24,Michel Cluizel,France,2006,Dominican republic,Los Ancones P.,67.0,3.75,4,"creamy, raisins, licorice",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,EU,NA
1390,24,Michel Cluizel,France,2006,Madagascar,Mangaro P.,65.0,3.75,4,"grapefruit, spices",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,EU,AF
1391,24,Michel Cluizel,France,2006,Papua new guinea,Maralumi P.,64.0,3.75,4,tropical fruit and mild smoke,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EU,OC
1392,24,Michel Cluizel,France,2006,Sao Tome and Principe,Tamarina,70.0,3.0,4,"creamy, licorice, herbs",1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,EU,AF
